"logssb","CV","sdlogssb","logLRP","Lsdlogssb","Hsdlogssb","probLRP","LprobLRP","UprobLRP","ssb","Lssb","Hssb","ratio"
10.764,0.0233673323690734,0.251525965620706,10.598557136595,0.0762656275392217,0.426786303702191,0.744652726202675,0.984969961591406,0.650861734373997,47287.439994977,40721.8209901998,109152.48791467,1.1799155444368
10.765,0.0233673323690734,0.251549332953075,10.598557136595,0.0762727127889002,0.426825953117251,0.745908907996493,0.98545287810789,0.651715044342142,47334.7510865753,40761.997109462,109270.186365063,1.18109605013572
10.766,0.0233673323690734,0.251572700285444,10.598557136595,0.0762797980385787,0.42686560253231,0.747161608097181,0.985922294484017,0.652567428735471,47382.1095129285,40802.2128664544,109388.011728966,1.18227773693078
10.767,0.0233673323690734,0.251596067617814,10.598557136595,0.0762868832882572,0.42690525194737,0.748410817646353,0.986378514517899,0.653418884185874,47429.5153213951,40842.4683002836,109505.964143226,1.18346060600367
10.768,0.0233673323690734,0.251619434950183,10.598557136595,0.0762939685379357,0.42694490136243,0.749656527924053,0.986821837705235,0.654269407340924,47476.9685593811,40882.763450095,109624.043744844,1.18464465853727
10.769,0.0233673323690734,0.251642802282552,10.598557136595,0.0763010537876141,0.426984550777489,0.750898730348653,0.987252559214241,0.655118994863901,47524.4692743396,40923.0983550722,109742.250670963,1.18582989571563
10.77,0.0233673323690734,0.251666169614921,10.598557136595,0.0763081390372926,0.427024200192549,0.752137416476766,0.987670969864215,0.655967643433821,47572.0175137713,40963.4730544375,109860.585058877,1.18701631872398
10.771,0.0233673323690734,0.25168953694729,10.598557136595,0.0763152242869711,0.427063849607609,0.753372578003127,0.988077356107631,0.656815349745456,47619.6133252245,41003.8875874521,109979.047046027,1.18820392874875
10.772,0.0233673323690734,0.251712904279659,10.598557136595,0.0763223095366496,0.427103499022668,0.754604206760472,0.988472000015664,0.657662110509356,47667.2567562949,41044.3419934159,110097.636770003,1.18939272697754
10.773,0.0233673323690734,0.251736271612028,10.598557136595,0.0763293947863281,0.427143148437728,0.75583229471942,0.988855179267083,0.658507922451882,47714.9478546261,41084.8363116675,110216.354368542,1.19058271459917
10.774,0.0233673323690734,0.251759638944397,10.598557136595,0.0763364800360066,0.427182797852788,0.757056833988334,0.989227167140385,0.659352782315219,47762.6866679092,41125.3705815843,110335.199979531,1.1917738928036
10.775,0.0233673323690734,0.251783006276766,10.598557136595,0.0763435652856851,0.427222447267847,0.758277816813173,0.989588232509105,0.660196686857399,47810.4732438829,41165.9448425826,110454.173741005,1.19296626278203
10.776,0.0233673323690734,0.251806373609135,10.598557136595,0.0763506505353636,0.427262096682907,0.759495235577351,0.989938639840202,0.66103963285233,47858.3076303337,41206.5591341176,110573.275791148,1.19415982572682
10.777,0.0233673323690734,0.251829740941504,10.598557136595,0.076357735785042,0.427301746097967,0.760709082801575,0.990278649195418,0.661881617089815,47906.1898750963,41247.2134956834,110692.506268292,1.19535458283154
10.778,0.0233673323690734,0.251853108273873,10.598557136595,0.0763648210347205,0.427341395513026,0.761919351143671,0.990608516235524,0.662722636375566,47954.1200260527,41287.907966813,110811.86531092,1.19655053529094
10.779,0.0233673323690734,0.251876475606242,10.598557136595,0.076371906284399,0.427381044928086,0.763126033398421,0.990928492227376,0.663562687531237,48002.0981311331,41328.6425870786,110931.353057663,1.19774768430097
10.78,0.0233673323690734,0.251899842938612,10.598557136595,0.0763789915340775,0.427420694343146,0.764329122497372,0.991238824053653,0.664401767394437,48050.1242383156,41369.4173960911,111050.969647302,1.19894603105879
10.781,0.0233673323690734,0.251923210270981,10.598557136595,0.076386076783756,0.427460343758205,0.765528611508654,0.991539754225221,0.665239872818752,48098.1983956265,41410.2324335009,111170.715218767,1.20014557676274
10.782,0.0233673323690734,0.25194657760335,10.598557136595,0.0763931620334345,0.427499993173265,0.766724493636769,0.991831520896003,0.666077000673761,48146.3206511396,41451.0877389972,111290.589911139,1.20134632261236
10.783,0.0233673323690734,0.251969944935719,10.598557136595,0.0764002472831129,0.427539642588325,0.767916762222401,0.992114357880281,0.666913147845063,48194.4910529775,41491.9833523084,111410.593863648,1.20254826980841
10.784,0.0233673323690734,0.251993312268088,10.598557136595,0.0764073325327914,0.427579292003384,0.769105410742194,0.992388494672334,0.667748311234292,48242.7096493104,41532.9193132023,111530.727215674,1.20375141955283
10.785,0.0233673323690734,0.252016679600457,10.598557136595,0.0764144177824699,0.427618941418444,0.770290432808528,0.992654156468311,0.668582487759131,48290.976488357,41573.8956614857,111650.990106748,1.20495577304877
