"Estimate","Low","High","year","logEstimate","logLow","logHigh","logsd","RR","logRR","ratio","prob"
0.187428243192595,0.0661995439517616,0.530658434321856,1987,-1.67435920979397,-2.7150817050091,-0.633636714578833,0.520361247607567,0.59,-0.527632742082372,0.32,1.37722927440467
0.173148888672922,0.066329073538109,0.451996930598508,1988,-1.75360342644525,-2.71312696300628,-0.794079889884229,0.479761768280512,0.59,-0.527632742082372,0.29,0.530368989042818
0.1534183289045,0.0947826506998213,0.248327974266008,1989,-1.87458691280271,-2.356168895965,-1.39300492964042,0.240790991581144,0.59,-0.527632742082372,0.26,1.11029854199529e-06
0.183299638957576,0.0804716736785422,0.417522789151793,1990,-1.69663309381885,-2.51985003625149,-0.873416151386208,0.411608471216322,0.59,-0.527632742082372,0.31,0.225512197710698
0.217276378663624,0.0858442287945661,0.549938247312517,1991,-1.52658510143137,-2.45522091818991,-0.597949284672829,0.464317908379269,0.59,-0.527632742082372,0.37,1.57207231655384
0.25578634866842,0.106261995908235,0.615710777930648,1992,-1.36341275846859,-2.2418475748849,-0.48497794205228,0.439217408208155,0.59,-0.527632742082372,0.43,2.8527806261466
0.302140811417087,0.191207681404565,0.477434113803316,1993,-1.19686210730358,-1.65439510446175,-0.739329110145419,0.228766498579082,0.59,-0.527632742082372,0.51,0.172016888273752
0.378341470216332,0.223621339256821,0.640110056406834,1994,-0.971958130786289,-1.49780110729587,-0.446115154276707,0.262921488254791,0.59,-0.527632742082372,0.64,4.55183165994697
0.399330521215791,0.214829714857791,0.742284954760729,1995,-0.91796583103022,-1.53790958858838,-0.298022073472059,0.309971878779081,0.59,-0.527632742082372,0.68,10.3969440629424
0.573744509626923,0.278182446068713,1.18333405640458,1996,-0.555571086930863,-1.27947809972687,0.168335925865149,0.361953506398006,0.59,-0.527632742082372,0.97,46.9237128399898
0.764615588408445,0.369642541572928,1.5816280116174,1997,-0.268382070262931,-0.995218844179939,0.458454703654078,0.363418386958504,0.59,-0.527632742082372,1.3,76.2190645318742
0.896198375143983,0.452955322175485,1.77318046237582,1998,-0.109593489682415,-0.791961784907204,0.572774805542374,0.341184147612394,0.59,-0.527632742082372,1.52,88.9761342816619
1.04453750284007,0.536002089331079,2.03554914534195,1999,0.0435742064346069,-0.623617219913188,0.710765632782402,0.333595713173898,0.59,-0.527632742082372,1.77,95.6576819406042
1.03681813979431,0.520506048957861,2.0652821560073,2000,0.0361565424064069,-0.652953769557829,0.725266854370643,0.344555155982118,0.59,-0.527632742082372,1.76,94.9109674253208
0.785274994515777,0.394536860667608,1.56298911074694,2001,-0.241721311059405,-0.930042706641327,0.446600084522516,0.344160697790961,0.59,-0.527632742082372,1.33,79.6942506667767
0.633809305293824,0.317473893396535,1.26534573025595,2002,-0.456007150082029,-1.14735968955282,0.23534538938876,0.345676269735395,0.59,-0.527632742082372,1.07,58.2074825599221
0.629873513768734,0.325784956088191,1.21779915227262,2003,-0.462236251549574,-1.12151775917745,0.197045256078298,0.329640753813936,0.59,-0.527632742082372,1.07,57.8628915791615
0.796249617514617,0.586154998630358,1.08164812186818,2004,-0.227842552454288,-0.534171021597638,0.0784859166890621,0.153164234571675,0.59,-0.527632742082372,1.35,97.4844599453617
0.978500264599505,0.734538649251734,1.30348861669384,2005,-0.0217342217326495,-0.308512664940824,0.265044221475525,0.143389221604087,0.59,-0.527632742082372,1.66,99.9790761634022
1.09164849692067,0.814536952865359,1.46303545423818,2006,0.0876889362384567,-0.205135483196475,0.380513355673388,0.146412209717466,0.59,-0.527632742082372,1.85,99.998681054142
1.05627033528859,0.742962925489686,1.50169945623506,2007,0.054744151848149,-0.297109133908152,0.406597437604449,0.17592664287815,0.59,-0.527632742082372,1.79,99.9534085426536
0.994840577287835,0.595281551470722,1.66258768102789,2008,-0.00517277849207482,-0.518720789609197,0.508375232625047,0.256774005558561,0.59,-0.527632742082372,1.69,97.9059837307704
1.41669522472659,1.10679334071789,1.81336956586792,2009,0.348326852695565,0.101466952213845,0.595186753177285,0.12342995024086,0.59,-0.527632742082372,2.4,99.9999999999362
2.02061818631604,1.60042016447497,2.55114122247426,2010,0.703403497424343,0.470266197568515,0.936540797280171,0.116568649927914,0.59,-0.527632742082372,3.42,100
2.41149409151588,1.54669908567002,3.75981586030151,2011,0.880246510395702,0.436123037912899,1.32436998287851,0.222061736241402,0.59,-0.527632742082372,4.09,99.9999999885144
1.73707485171495,1.01875898619384,2.96186741059713,2012,0.552202578854949,0.0185852063378001,1.0858199513721,0.266808686258574,0.59,-0.527632742082372,2.94,99.997408601375
1.27103814968439,0.678646074139065,2.38053094170271,2013,0.239834007244186,-0.387655533064347,0.867323547552718,0.313744770154266,0.59,-0.527632742082372,2.15,99.2780453018715
0.951088210867927,0.506156250452605,1.78713348702716,2014,-0.0501484648309209,-0.680909862001267,0.580612932339425,0.315380698585173,0.59,-0.527632742082372,1.61,93.4986235683295
0.958268573580386,0.497283978887005,1.84658806255337,2015,-0.042627192096496,-0.698594029973832,0.61333964578084,0.327983418938668,0.59,-0.527632742082372,1.62,93.039645641795
1.00948745571373,0.526671729747881,1.93491479736572,2016,0.00944273245652795,-0.641177828230099,0.660063293143155,0.325310280343314,0.59,-0.527632742082372,1.71,95.0627009627361
1.07870332874681,0.55815974211218,2.08470941857285,2017,0.075759698281955,-0.583110081383332,0.734629477947242,0.329434889832644,0.59,-0.527632742082372,1.83,96.6494367570886
0.995556641599134,0.539647743998369,1.836629611918,2018,-0.00445325945798765,-0.616838678209896,0.607932159293921,0.306192709375954,0.59,-0.527632742082372,1.69,95.6243101223961
1.05830820033696,0.587530946647703,1.90631021785488,2019,0.0566715956814589,-0.531826359206084,0.645169550569002,0.294248977443771,0.59,-0.527632742082372,1.79,97.6469347490181
1.18478238104118,0.654739237485497,2.1439211369346,2020,0.169559113031354,-0.423518233323158,0.762636459385865,0.296538673177256,0.59,-0.527632742082372,2.01,99.0640980068887
1.13574114081989,0.750083712695997,1.71968530594351,2021,0.127285425336297,-0.287570461752491,0.542141312425084,0.207427943544394,0.59,-0.527632742082372,1.92,99.9203890802304
0.438832745082493,0.24483154449704,0.786557870033632,2022,-0.823636929202834,-1.40718487840593,-0.240088979999734,0.29177397460155,0.59,-0.527632742082372,0.74,15.5172531617332
0.400683491651124,0.148766802667676,1.0791874101131,2023,-0.914583460963065,-1.90537528182537,0.0762083598992397,0.495395910431153,0.59,-0.527632742082372,0.68,21.7373637559337
0.304915148169458,0.128174493542876,0.725364657299012,2024,-1.18772174380337,-2.0543627126143,-0.321080774992438,0.433320484405466,0.59,-0.527632742082372,0.52,6.38383976342766
0.252912592091225,0.0936447016970257,0.683058177121986,2025,-1.37471133575402,-2.36824742727151,-0.381175244236534,0.496768045758744,0.59,-0.527632742082372,0.43,4.40804937389244
