"year","age","Estimate","Low","High"
"2017","2",133048.544953779,57454.0208592786,308105.769614885
"2017","3",34026.8493743077,15029.6215459719,77036.3029302048
"2017","4",8405.39715371897,3577.8504409312,19746.6893818398
"2017","5",2911.77539945207,1182.68076662811,7168.82883030793
"2017","6",1735.70199368119,690.651965918359,4362.05434797095
"2017","7",418.688411759401,156.062161379749,1123.27026994743
"2017","8",11.3675460308997,3.48138663543185,37.1177109285925
"2017","9",3.61301655039643,0.995765666375324,13.1093981588619
"2017","10",1.21715869075401,0.296342916967699,4.99919246809434
"2018","1",56201.1258809542,21317.1949553917,148169.895565362
"2018","2",27897.008007726,11325.194046016,68717.8561904551
"2018","3",80839.935636658,37751.4177091661,173108.603340009
"2018","4",15534.8697760829,6846.69103196244,35248.0019666787
"2018","5",3008.39645967552,1240.7902017058,7294.10116726089
"2018","6",768.628415411865,301.410832579025,1960.08098290117
"2018","7",419.263766204948,158.291724457661,1110.49460263713
"2018","8",70.5759594158466,23.0851081681893,215.765332836121
"2018","9",2.88475593687458,0.762987012679429,10.9068918304505
"2018","10",1.44542623898555,0.360204044133758,5.80020420751326
"2019","1",22276.538305021,8736.37314585991,56802.0791431319
"2019","2",40216.1374990514,17566.6191535694,92068.8096669972
"2019","3",21146.3716516801,9799.94686729665,45629.7406594342
"2019","4",30917.3198591644,14602.6862557427,65459.2347279917
"2019","5",4810.29563096811,2094.5768797122,11047.0731733133
"2019","6",926.385341359403,380.356304762574,2256.27862596172
"2019","7",246.579833118533,92.8298995176904,654.978777491586
"2019","8",121.303675675795,42.4919042525183,346.291416948829
"2019","9",15.1748677879691,4.51709846360657,50.9788781975064
"2019","10",1.31745323425223,0.333697634980265,5.20136447638983
"2020","1",26919.6896124033,10849.9907103258,66789.8902566314
"2020","2",14140.2383403518,6568.25894157485,30441.2999092289
"2020","3",22099.9074449267,11655.2708213052,41904.295195059
"2020","4",8069.31501014531,4107.74876982019,15851.4671616119
"2020","5",10988.5814434755,5542.17076688467,21787.2972917737
"2020","6",1367.56525503392,642.930135537694,2908.92372809977
"2020","7",267.353881467648,114.613605769867,623.644090557084
"2020","8",67.362160586514,25.4428298096722,178.347326646751
"2020","9",26.8949413276965,9.23830653635918,78.2976691857319
"2020","10",4.12264948690992,1.1670024010592,14.5640135585775
"2021","1",41053.5187556358,16493.8008713292,102183.324229955
"2021","2",17464.8694439409,8295.25328200808,36770.627047094
"2021","3",7113.74203383965,4162.43023288701,12157.6393819622
"2021","4",8196.34599883835,5261.39822134768,12768.4856584502
"2021","5",2407.20603338999,1473.90927116228,3931.47733077199
"2021","6",1739.21486360323,1049.5873663981,2881.95955726764
"2021","7",243.203564467702,121.975988930761,484.91489422046
"2021","8",93.4858653809635,40.7142769078369,214.657061104415
"2021","9",21.5039355616245,7.74079907219962,59.7379211532874
"2021","10",6.03777616327244,1.94613427840001,18.7318734387391
"2022","1",39478.9623894274,14705.7984290544,105984.620887126
"2022","2",29080.841153343,13562.1000077166,62357.2545332055
"2022","3",8574.18964148649,4425.50996152315,16612.0353693366
"2022","4",2451.08028445111,1269.73371790818,4731.53896450229
"2022","5",1912.96156851906,1009.76878858041,3624.01968056026
"2022","6",647.692065829669,317.889105040506,1319.65835093735
"2022","7",361.976475317097,170.111676203609,770.240888850928
"2022","8",37.1673736261864,13.6405287186855,101.272735885685
"2022","9",30.3512715614911,10.0487106716273,91.6734211484861
"2022","10",8.51875289739726,2.36522070043163,30.6817672083078
"2023","1",33876.9439453565,10983.4276335439,104488.996456066
"2023","2",31060.2173270405,12638.6528148254,76332.2732681867
"2023","3",21221.4522901345,10095.9606554491,44606.9524903891
"2023","4",5408.80366761185,2572.85678790934,11370.6900641538
"2023","5",1529.42186340231,713.025837150646,3280.57009210284
"2023","6",865.63388596501,391.283613778427,1915.03553469838
"2023","7",231.726663389394,93.074084022872,576.930163635947
"2023","8",152.387473645953,58.615903301777,396.171359923271
"2023","9",23.4190597399605,7.02384470184551,78.0843515745351
"2023","10",16.5641745418874,4.7497217035305,57.7658851149462
"2024","1",51773.2885569627,14355.0848649585,186726.406232937
"2024","2",24289.3983073983,8510.5404011282,69322.8446524069
"2024","3",20394.5205503218,8528.87748585089,48768.0200785536
"2024","4",12448.0878072719,5346.18732915804,28984.1863962432
"2024","5",2751.12426959703,1135.29839915452,6666.69199252137
"2024","6",1211.16401665064,479.399660023088,3059.90679083643
"2024","7",345.027590161171,124.020824467557,959.871364212435
"2024","8",85.6082305861923,26.709620539938,274.386868699246
"2024","9",72.2863160320213,22.0024366589519,237.487854935161
"2024","10",21.1832639544151,5.49516556779497,81.6591722717618
"2025","1",56594.6694398412,9788.98482983476,327200.078933921
"2025","2",39728.7540960239,10959.7795549756,144015.113999785
"2025","3",15922.2290176274,5402.10996972244,46929.3254507374
"2025","4",11491.219798169,4049.43268483342,32609.044952
"2025","5",7027.91628113024,2481.22114054246,19906.1689615369
"2025","6",1545.37118555023,500.937490536305,4767.40540735359
"2025","7",697.103327852204,211.464607471304,2298.03490765499
"2025","8",205.591041528314,54.2345456026937,779.349690994694
"2025","9",53.8864677144724,12.6536189693992,229.479914778937
"2025","10",47.014734580339,11.0463207067347,200.101493188777
